ID	value_corr_pre_in_Cuneus	value_corr_pre_in_R_IPS	value_corr_pre_in_R_LATOCC	value_corr_pre_in_STG_L	value_corr_pre_in_STG_R	value_corr_post_in_Cuneus	value_corr_post_in_R_IPS	value_corr_post_in_R_LATOCC	value_corr_post_in_STG_L	value_corr_post_in_STG_R	devalue_corr_pre_in_Cuneus	devalue_corr_pre_in_R_IPS	devalue_corr_pre_in_R_LATOCC	devalue_corr_pre_in_STG_L	devalue_corr_pre_in_STG_R	devalue_corr_post_in_Cuneus	devalue_corr_post_in_R_IPS	devalue_corr_post_in_R_LATOCC	devalue_corr_post_in_STG_L	devalue_corr_post_in_STG_R
19	0.461358644234295	0.710576027960462	0.273674984276295	0.337265918622999	0.231707628173622	-0.538149827909317	-0.256301197059014	-0.272040203710397	-0.383589065688498	-0.766286142904994	0.244896290586124	0.432687283066266	0.0606117760348651	-0.269943526211907	-0.0620307406463044	-0.367925269254998	-0.303541951670366	-0.329596637375653	-0.451009409655543	-0.491509127469969
20	-0.506687750558782	-0.20869645013967	-0.0634500375224484	-0.32335039184374	-0.263468472890451	0.614146899380705	-0.0229427458937554	0.214210164850509	0.628642655120176	0.388681934752934	-0.192814857468874	-0.0490434714319075	0.038816252268023	0.340746146002237	0.351424377673948	0.257744331495913	-0.237373784359764	-0.0277303689607868	-0.216830718955573	-0.300743441294197
21	0.186914922912561	0.180349588832434	0.137469864760836	0.0922146573881893	0.334589642643089	-0.36821369999679	-0.372469822448843	-0.440347872067381	-0.358999260383494	-1.00511245429516	0.065064605999163	0.193076797180316	0.165738131561213	0.0429413293871809	0.373077278143503	-0.191965472573719	-0.154993164692731	-0.194656920046718	0.1641396148459	-0.0294151190720813
22	0.254964920257086	0.246046889639076	0.49116592462416	0.594806989939774	0.43924292313381	0.611078499009338	0.30034751968787	0.641575623814155	-0.574995412896661	-0.114616028308659	0.881273475034144	0.402927138174281	1.10595197920446	0.408793781259481	0.549920813088686	-0.396784303780082	-0.486019563587273	-0.804890498739702	-0.73567227510845	-0.551980703649387
23	-0.087568588614164	0.0761582020451041	0.835357801450623	0.155917731804006	0.3837430595722	0.0591182748194531	-0.089738561651286	0.00369609881330419	-0.479024341176538	-0.496712459015175	-0.0649281907176681	0.034496585411184	0.718777169894289	-0.722078165937872	0.00522270940349136	-0.064023545489163	0.0234059044543435	-0.0370261144858819	-0.120998621030765	-0.307153250444943
24	-0.288927114646696	0.263943804493722	0.288341385415859	-0.28019391070394	-0.95692697985911	0.60533585896316	0.663990798592567	1.20189460438711	0.102836436383864	0.239029450656872	0.00618548589173592	0.346972108018749	0.940107034422733	-0.0546818358056686	-0.502298908439321	0.248898805888636	0.37089299691074	0.810671128498183	0.412555725083632	-0.0647476569447719
25	-0.202621170446292	0.0613290514577838	-0.0196179990691167	-0.0785721841980429	0.291955213731443	0.560722124591561	0.347596407637877	0.0571723014944129	1.01394098366008	1.13223775801524	0.0293033798479049	0.185902762807467	-0.101051561865542	0.5835085534655	1.02701157027147	0.989193866940659	0.711030385424109	0.788766293834757	1.50990683962317	1.57797480678894
26	-0.0341537340572156	-0.305141619023155	0.664031831975336	-0.819926182312124	-1.17463323117142	0.133813012362862	0.311238828958834	0.343187621953311	-0.0584127024692648	-0.726557133089698	0.0342725164622782	-0.181649906495038	0.749684235343227	-0.308856653334463	-0.777322039742705	-0.101334665900536	0.334017931406989	0.465591945581966	-0.537896381055608	-0.961090554863634
27	0.335827182185605	-0.0464605166193317	0.257494666234211	0.523097789988798	0.428638803602104	0.257299809117426	0.110697000550435	0.223196884106707	-0.501771990341299	-0.418591709571405	-0.216794851632676	-0.212367950160714	-0.171064844617137	0.655707974118345	0.543981791487042	-0.173366039922585	0.0273102532414829	-0.0710020364848552	-0.271331244575627	-0.0531473859200175
28	-0.375647005483212	0.154214377263013	-0.242509561280409	0.0914987052407335	-0.0583920986850707	0.332130058316995	0.42472751061706	0.213877976189057	1.52632473356584	0.82096785516806	-0.075028055514979	0.0862543681088616	0.179753977336265	-0.199324126716922	-0.371939828776768	-0.0762138372202704	0.642395170274026	-0.226654162175126	1.36039695038515	1.05129924594936
29	-0.139040899694524	-0.214466238723082	-0.248685303661558	-0.64704031698844	-0.666274867217306	0.499165013458122	0.51056094739367	0.525839284835038	0.600442474729875	0.770161868191101	-0.18104846346592	0.0909886593327803	-0.270493361740201	-0.614552575349808	-0.86163724707046	0.323105337897551	0.187380484787419	0.405688251037565	0.176416295416215	0.548871651921474
30	0.359622434411678	0.0130833879441899	0.251767367676452	0.185008338674465	0.0538885091549494	-0.517089840918552	0.210868398669888	-0.00501383727899304	0.152093788893784	0.38064929654061	-0.0364505148972411	-0.215540783611291	0.133943595130135	0.117850828817224	0.051141946537184	-0.347826424456651	0.182759099059245	0.193757496629324	0.193070100204033	0.0223585584423911
